comentario,nota
"Docente organizado, con un plan de trabajo acorde al semestre y cumplido al 100% aunque para lograrlo avanzo muy rápido en temas claves. Pros: Orden
Califica lo que esCons: Nada",4.0
"Es de lejos el mejor profesor del departamento, muestra entusiasmo a la hora de dictar sus clases, prepara todos los temas y el contenido. Sus clases son muy amenas y motivantes, acompañadas de chistes sarcásticos y críticas. Se aprende mucho en lo académico pero aún más importante, se adquiere una forma de pensar diferente.Cons: Le falta mayor acompañamiento y retroalimentación en campo a sus estudiantes",5.0
"Una mejor organización en las actividades de precampo, copiar un poco de lo que se hace en campo I, se nota que la clase la deja relegada a un segundo plano y solo se interesa en la experiencia durante la salida. Durante las 16 semanas del semestre se pueden lograr muchas cosas que harían que la actividad de campo sea mejor aprovechada. 

Realizar comentarios en contra del profesor de tectonica le quita credibilidad, y de hecho debería revisar si las asignaturas que dicta están realizando un aporte real en la carrera. Campo II se suele tomar de recocha comenzando por el profesor.",3.0
"Es exigente. A veces divaga mucho en las clases. No se le puede decir nada. Pros: Sabe bastante de Geomorfología. Cons: En ocasiones, llega a ser irrespetuoso. Tiene fama de inventarse las notas. Los parciales teóricos son pesados.",3.0
"En la materia se aprende mucho pero la metodología podría ser mejor, los parciales son pura suerte ya que pueden ser muy sencillos o muy difíciles.Pros: La profesora demuestra que sabe mucho del tema.Cons: La forma en la que dicta las clases y su disposición hacia los estudiantes dependen mucho del estado de ánimo que tenga ese día.",2.7
"Pide dos informes y un trabajo final, en el laboratorio.",5.0
"EXCELENTE profesora. Sabe transmitir de manera muy acertada sus conocimientos, además tiene mucha experiencia en el área. Pros: - Siempre está abierta a solucionar dudas, por más ""básicas"" que sean.
-  Las notas no son lo más importante dentro del curso, sino el aprendizaje.",4.5
"Excelente profesor. Además de preocuparse por dictar su materia de la mejor manera y que todos participen, vela también porque a la gente le quede una noción clara (por muy básica que sea) de la materia en general.
Es demasiado puntual.Pros: Muy, muy muy MUUUY paciente, siempre tiene la disposción de enseñar y explicar de la mejor manera.
Desde el principio del curso, hace el esfuerzo de aprenderse los nombres de todos y conocerlos un poco.Cons: La clase teórica de cuatro horas a veces se torna monótona. Ya va en cada quien si hace el esfuerzo y aún así sigue poniendo atención.",5.0
"En campo, le gusta caminar bastante por zonas difíciles, o de cierta exigencia física. En general, explica bien, y procura dar una introducción al contexto tectónico muy buena antes de cada práctica. Eso sí, debería tener un poco más de acompañamiento al grupo durante el tiempo de trabajo. Pros: -Explica muy bien. 
-Amable ante inquietudes. Cons: -A veces, deja al grupo un poco descuidado por ir a hacer su trabajo de campo.",4.0
"Materia dada sin la importancia que merece, muchos temas para un semestre y todos se ven por encima. Pros: Sabe bastanteCons: Ya paso su mejor época como docente ahora se limita a asistir muy de vez en cuando.",1.9
"Profesor de Tectónica. En general, es muy buen profesor, sabe mucho de los temas de la asignatura, y siempre le gusta innovar en sus clases para que sean más didácticas (con modelos en sandbox, o con todos los software que enseña a usar). Es bastante amable. Cuando no se le entiende algo por el idioma, está dispuesto a repetir hasta que todos entiendan. Suele dejar trabajos semanales, a los cuales hay que dedicarles bastante tiempo. Eso sí, el hecho de que sea amable, no implica que se deba tomar por ""relajo"" la asignatura. Así como se puede pasar alta, se puede perder de la peor manera. Pros: -Muy amable. 
-Dispuesto siempre a resolver dudas. 
-Las clases prácticas son muy didácticas e interesantes. 
-Se le puede hablar sin problema. .Cons: -No entrega notas a tiempo.",4.7
"Me parece el profesor más mediocre que he tenido hasta el momento. Sus clases consistían en leer diapositivas tomadas de otros profesores (las encontré en Internet porque el no las suministra), repite parciales de semestres pasados y absolutamente todo lo califica la monitora.Pros: NadaCons: Muy mediocre como docente.",2.0
Pide dos informes y armar un experimento para después exponerlo en clase. Puede ser un poco fastidiosa con que se haga las cosas tal y como ella quiere pero la materia es llevadera.,4.0
"La profesora sabe mucho de rocas ígneas y aunque hace mucho énfasis en las secciones delgadas, es importante dedicarle tiempo a las muestras de mano. En los parciales prácticos hay que ser muy minucioso y decir todo lo que uno vea, y también cualquier nota es posible (puedes sacarte desde un 5 hasta un 0,5 en un parcial, así que cuidado) y la dific...
Leer más...Pros: Siempre resuelve dudas (así sea de mala gana).
No es rajona.
Los parciales teóricos no son duros (pero hay que estudiar).
Es puntual con las notas.Cons: A veces se va y deja a cargo al monitor, que de igual manera sabe bastante.",4.0
Es muy facil pasar la materia y dejarla alta.,3.8
"En Campo I, es buen profesor, diferente a como es en geomorfología. Tiene mucho conocimiento de la Geología de campo. Es bastante exigente. Pros: Muy bueno en campo. Aclara todas las dudas sin ser grosero, a diferencia de geomorfología. Cons: Las calificaciones son bajas. Es bastante exigente.",4.0
"Excelente profesor, de amplia experiencia en la zona de campo. Transmite el entusiasmo por el aprendizaje en campo, de muy buenas explicaciones y por ende califica duro.Pros: Muy buena pedagogía en campo. 
Se nota la logística en el desarrollo de las actividades (Precampo)Cons: Califica disposición en campo, si muestras pereza al realizar las actividades te coge entre ojos y pierdes.",5.0
"Docente titular de Campo III. En general, muy buen profesor, con gran conocimiento en rocas metamórficas. Su campo es muy provechoso para aprender y reforzar temas de rocas ígneas, metamórficas y en cartografía. Pros: -Sus clases de pre-campo son muy buenas, suministra todas las herramientas a usar. 
-Es claro en lo que pide/exige. 
-Amable por las buenas. 
-Imparcial al evaluar. Cons: -Bastante puntual, tanto en pre-campo, como en el campo en sí. 
-Siempre hay trabajo por hacer. No necesariamente es malo, pero requiere dedicar buen tiempo para ello.",4.5
"Este profesor es una lotería, le caiste bien, pasas. No le caiste bien, pierdes. No sabes como vas en la materia sino hasta el final. Las clases son extremadamente aburridas y los temas que enseñó en téctonica no eran de tectónica, era geología estructural Pros: Buenos dibujos
Se esmera en enseñarCons: Explica mal
Monótono
No cree en la tectónica de placas",2.0
"Es una persona amable y dispuesta a colaborar con los estudiantes, sin embargo es difícil aprender temas apropiadamente, por lo que como docente se queda bastante resagado. También resulta bastante desorganizado y obtuso a la hora de presentar información.Pros: Esta dispuesto a solucionar dudas y a veces tiene conocimiento de los procesos prácticos que los estudiantes demandan para solucionar un problema.Cons: Es muy dependiente de ciertos software en específico, tiene vacíos teóricos importantes. Los talleres que pone a lo largo del semestre no permiten un buen aprendizaje por parte de los estudiantes, es posible responder todos los talleres de manera acertada sin tener conocimiento de lo que se está haciendo.",2.8
"Profesor de Mineralogía Óptica. Pros: Buen profesor, se aprende bastante. Se esmera porque todas las dudas queden clarificadas. Le mete dedicación a su asignatura. Cons: Es muy cascarrabias. A veces, hace comentarios un tanto ofensivos. Los parciales son mucho de suerte. Los quices los califican los monitores. La materia requiere de mucho tiempo adicional, sobre todo para la elaboración de la sección delgada.",4.0
"Profesor de Geología Ambiental. Sabe bastante de legislación ambiental. Pros: Domina muy bien los temas. Se aprende bastante de temas ambientales, sobre todo en legislación. Cons: Es exigente con la puntualidad. Los parciales son duros si no se estudia bastante. Los quizes, ni hablar. Estos últimos son sorpresa.",3.5
"Profesora de Petrografía Ígnea. Es una excelente científica y docente, muy comprometida con su área, y caracterizada por difundir pasión a sus estudiantes. Las clases son extraordinarias, le hace querer a uno la asignatura. De lejos, una de las mejores (si no la mejor) profesora del departamento. Pero ojo, no hay que confiarse, el hecho que sea genial no implica que la materia ""se pase sola"", hay que preparar muy bien los parciales teóricos, y aprovechar el tiempo al máximo en el laboratorio (tanto con secciones como con muestras de mano). Pros: -Muy amable y cordial. 
-Califica como es (ni muy fácil, ni muy difícil). 
-Excelente profesora. 
-Muy receptiva ante dudas o inquietudes. 
Cons: Lo único es que va muy rápido en las clases teóricas, pero es debido a la cantidad de tema por dictar.",5.0
"Excelente profesora para Paleontología. Su tema fuerte es vertebrados. Pros: -Sabe mucho.
-Dispuesta siempre a responder preguntas, desde que no sean muy elementales. 
-Promueve la divulgación e investigación en Paleontología.Cons: -Bastante puntual. 
-Sus parciales requieren bastante estudio.
-Los laboratorios son largos y pesados.",5.0
"Dentro del departamento de geociencias es el único o almenos quien mas muestra interes por los aduntos que conciernen al departamento, ya especificamente con lo que respecta a la materia de estratigrafia, es la que mas he disfrutado en la carrera, se aprende demasiado, hay 4 parciales que si bien no son faciles, con leer los articulos del programa y poner atencion en clase se aprueban, la clase a pesar de tener algunos temas densos no se hace tediosa por el humor sarcastico del profesor, quiza lo unico que le falta a la materia es un enfoque menos academico y mas enfocado en la aplicación que puede tener la estratigrafia dentro del ambito laboral. Para quien no suele estudiar o leer demasiafo va a ser una materia que dificilmente va a aprovar.",5.0
"Es un excelente profesor, se puede aprender mucho de el y no es muy complicado.",4.4
"Con el todo es un sube y baja. No es mal profesor ni mala persona, sí lee las diapositivas. Suele ser baste reflexivo con las situaciones o contextos que suceden y da espacio para opiniones.Pros: Es bastante gentil y para nada sobrado o grosero con los estudiantes. Cons: Es muy desordenado con la cantidad de trabajos que se le entregan. (Recomiendo que se los pidan cada vez que puedan y lo acosen porque al final del semestre puede que no tengan las notas completas y el jura que ha los entrego y que no puede hacer nada) 
No es comprensivo con la entrega inoportuna de trabajos, si no lo entrega el día que es, es probable que no lo reciba después.",3.0
